*Panel elements
PID=1, EIDs = 72420, 72421, 72451, 72450
PID=2, EIDs = 72424, 72455, 72425, 72454

Time (s),σx (PID=1),σy (PID=1),τxy (PID=1),UF (PID=1),Buckling Safety (PID=1),σx (PID=2),σy (PID=2),τxy (PID=2),UF (PID=2),Buckling Safety (PID=2)
0.79,14.938,70.236,7.242,0.168431,Pass,17.213,69.824,4.237,0.170586,Pass
0.80,14.921,70.037,7.598,0.168076,Pass,17.179,69.971,4.523,0.170970,Pass
0.81,14.842,69.195,7.825,0.165938,Pass,17.085,69.362,4.674,0.169315,Pass
0.82,14.705,67.768,7.899,0.162167,Pass,16.935,68.035,4.668,0.165729,Pass
0.84,14.524,65.883,7.812,0.157113,Pass,16.741,66.111,4.502,0.160556,Pass
0.85,14.309,63.658,7.557,0.151112,Pass,16.515,63.714,4.172,0.154154,Pass
0.86,14.077,61.265,7.150,0.144645,Pass,16.273,61.026,3.698,0.147043,Pass
0.88,13.843,58.871,6.613,0.138182,Pass,16.031,58.242,3.102,0.139760,Pass
0.89,13.621,56.612,5.973,0.132097,Pass,15.801,55.528,2.413,0.132752,Pass
0.90,13.427,54.643,5.278,0.126806,Pass,15.600,53.073,1.459,0.126481,Pass
0.91,13.273,53.104,4.561,0.122664,Pass,15.440,51.056,0.711,0.121436,Pass
0.93,13.173,52.121,3.877,0.119987,Pass,15.332,49.643,-0.121,0.117958,Pass
0.94,13.133,51.774,3.264,0.118958,Pass,15.286,48.942,-0.742,0.116284,Pass
0.95,13.164,52.147,2.756,0.119784,Pass,15.309,49.071,-1.244,0.116657,Pass
0.96,13.266,53.264,2.372,0.122522,Pass,15.403,50.069,-1.610,0.119163,Pass
0.98,13.438,55.097,2.137,0.127127,Pass,15.567,51.918,-1.820,0.123774,Pass
0.99,13.678,57.632,2.016,0.133586,Pass,15.797,54.601,-1.874,0.130490,Pass
1.00,13.975,60.761,2.102,0.141683,Pass,16.086,57.999,-1.779,0.139074,Pass
1.01,14.322,64.392,2.271,0.151210,Pass,16.422,62.000,-1.562,0.149313,Pass
1.02,14.702,68.372,2.534,0.161805,Pass,16.792,66.419,-1.247,0.160791,Pass
1.04,15.107,72.596,2.854,0.173215,Pass,17.186,71.119,-0.871,0.173195,Pass
1.05,15.514,76.857,3.185,0.184883,Pass,17.584,75.854,-0.482,0.185892,Pass
1.06,15.912,81.064,3.491,0.196538,Pass,17.972,80.450,0.064,0.198402,Pass
1.08,16.286,85.048,3.737,0.207685,Pass,18.338,84.730,0.376,0.210213,Pass
1.09,16.618,88.595,3.892,0.217693,Pass,18.662,88.480,0.594,0.220685,Pass
1.10,16.898,91.639,3.929,0.226321,Pass,18.937,91.578,0.690,0.229418,Pass
1.11,17.115,94.095,3.836,0.233278,Pass,19.149,93.887,0.651,0.235980,Pass
1.13,17.262,95.790,3.622,0.238062,Pass,19.293,95.346,0.480,0.240160,Pass
1.14,17.334,96.665,3.292,0.240485,Pass,19.365,95.911,0.183,0.241807,Pass
1.15,17.331,96.699,2.874,0.240485,Pass,19.361,95.581,-0.277,0.240913,Pass
1.16,17.254,95.910,2.400,0.238126,Pass,19.286,94.399,-0.883,0.237622,Pass
1.17,17.109,94.365,1.905,0.233625,Pass,19.143,92.465,-1.384,0.232219,Pass
1.19,16.903,92.116,1.376,0.227155,Pass,18.940,89.862,-1.990,0.224983,Pass
1.20,16.645,89.281,0.969,0.219093,Pass,18.686,86.737,-2.437,0.216323,Pass
1.21,16.349,86.112,0.657,0.210151,Pass,18.394,83.257,-2.804,0.206736,Pass
1.23,16.026,82.662,0.470,0.200507,Pass,18.075,79.554,-3.058,0.196598,Pass
1.24,15.692,79.075,0.418,0.190585,Pass,17.744,75.823,-3.187,0.186451,Pass
1.25,15.357,75.502,0.511,0.180799,Pass,17.413,72.187,-3.179,0.176622,Pass
1.26,15.037,72.085,0.747,0.171544,Pass,17.096,68.801,-3.032,0.167524,Pass
1.27,14.742,68.916,1.101,0.163062,Pass,16.803,65.777,-2.768,0.159439,Pass
1.29,14.481,66.098,1.562,0.155619,Pass,16.545,63.201,-2.393,0.152576,Pass
1.30,14.264,63.719,2.133,0.149431,Pass,16.330,61.136,-1.795,0.147072,Pass
1.31,14.092,61.826,2.706,0.144583,Pass,16.162,59.597,-1.286,0.142991,Pass
1.33,13.973,60.479,3.291,0.141209,Pass,16.047,58.615,-0.750,0.140378,Pass
1.34,13.908,59.709,3.831,0.139357,Pass,15.986,58.189,-0.227,0.139225,Pass
1.35,13.892,59.469,4.295,0.138875,Pass,15.974,58.240,0.355,0.139329,Pass
1.36,13.923,59.739,4.664,0.139691,Pass,16.012,58.722,0.731,0.140565,Pass
1.38,13.993,60.439,4.908,0.141590,Pass,16.089,59.537,1.003,0.142681,Pass
1.39,14.099,61.529,5.018,0.144466,Pass,16.203,60.635,1.160,0.145553,Pass
1.40,14.229,62.894,4.998,0.148029,Pass,16.343,61.900,1.204,0.148884,Pass
1.41,14.376,64.453,4.865,0.152075,Pass,16.500,63.256,1.148,0.152476,Pass
1.42,14.530,66.097,4.633,0.156340,Pass,16.664,64.614,1.002,0.156096,Pass
1.44,14.681,67.714,4.339,0.160541,Pass,16.826,65.880,0.799,0.159503,Pass
1.45,14.820,69.211,4.021,0.164441,Pass,16.976,66.992,0.572,0.162519,Pass
1.46,14.940,70.506,3.720,0.167831,Pass,17.106,67.898,0.355,0.165005,Pass
1.48,15.030,71.482,3.471,0.170391,Pass,17.206,68.510,0.182,0.166712,Pass
1.49,15.086,72.089,3.315,0.171993,Pass,17.272,68.808,0.086,0.167580,Pass
1.50,15.105,72.285,3.274,0.172512,Pass,17.299,68.772,0.088,0.167544,Pass
1.51,15.080,72.009,3.349,0.171786,Pass,17.283,68.361,0.185,0.166493,Pass
1.52,15.010,71.233,3.583,0.169754,Pass,17.219,67.554,0.422,0.164377,Pass
1.54,14.896,69.979,3.979,0.166496,Pass,17.112,66.373,0.798,0.161271,Pass
1.55,14.739,68.245,4.494,0.162016,Pass,16.959,64.808,1.273,0.157170,Pass
1.56,14.542,66.079,5.133,0.156481,Pass,16.767,62.892,2.100,0.152217,Pass
1.58,14.311,63.548,5.849,0.150086,Pass,16.540,60.668,2.745,0.146501,Pass
1.59,14.051,60.693,6.603,0.142961,Pass,16.284,58.151,3.417,0.140110,Pass
1.60,13.769,57.605,7.356,0.135355,Pass,16.006,55.402,4.082,0.133220,Pass
1.61,13.472,54.371,8.065,0.127486,Pass,15.714,52.477,4.702,0.125989,Pass
1.63,13.171,51.094,8.689,0.119605,Pass,15.419,49.455,5.247,0.118616,Pass
1.64,12.872,47.846,9.194,0.111862,Pass,15.126,46.381,5.680,0.111212,Pass
1.65,12.586,44.763,9.554,0.104562,Pass,14.849,43.377,5.981,0.104065,Pass
1.66,12.322,41.920,9.753,0.097854,Pass,14.594,40.511,6.137,0.097323,Pass
1.67,12.085,39.371,9.789,0.091838,Pass,14.366,37.835,6.149,0.091094,Pass
1.69,11.883,37.219,9.670,0.086726,Pass,14.176,35.460,6.023,0.085618,Pass
1.70,11.721,35.503,9.420,0.082598,Pass,14.027,33.442,5.785,0.081006,Pass
1.71,11.603,34.260,9.062,0.079528,Pass,13.922,31.841,5.455,0.077370,Pass
1.73,11.532,33.516,8.630,0.077578,Pass,13.864,30.710,5.067,0.074812,Pass
1.74,11.507,33.265,8.162,0.076745,Pass,13.853,30.082,4.656,0.073385,Pass
1.75,11.528,33.492,7.698,0.077014,Pass,13.887,29.961,4.257,0.073092,Pass
1.76,11.589,34.146,7.273,0.078292,Pass,13.962,30.323,3.903,0.073880,Pass
1.77,11.688,35.184,6.923,0.080504,Pass,14.073,31.144,3.627,0.075705,Pass
1.79,11.815,36.507,6.672,0.083445,Pass,14.212,32.344,3.449,0.078401,Pass
1.80,11.964,38.041,6.546,0.086965,Pass,14.370,33.864,3.389,0.081853,Pass
1.81,12.122,39.669,6.535,0.090792,Pass,14.539,35.589,3.439,0.085816,Pass
1.83,12.281,41.286,6.643,0.094685,Pass,14.706,37.402,3.599,0.090035,Pass
1.84,12.431,42.789,6.858,0.098391,Pass,14.863,39.183,3.855,0.094237,Pass
1.85,12.558,44.048,7.147,0.101573,Pass,14.997,40.781,4.173,0.098055,Pass
1.86,12.657,45.010,7.478,0.104079,Pass,15.104,42.112,4.522,0.101281,Pass
1.88,12.718,45.563,7.831,0.105619,Pass,15.171,43.036,4.883,0.103566,Pass
1.89,12.733,45.639,8.156,0.105993,Pass,15.193,43.456,5.205,0.104647,Pass
1.90,12.698,45.184,8.427,0.105049,Pass,15.164,43.288,5.466,0.104309,Pass
1.91,12.612,44.207,8.616,0.102799,Pass,15.086,42.518,5.638,0.102515,Pass
1.92,12.473,42.682,8.700,0.099183,Pass,14.956,41.101,5.700,0.099169,Pass
1.94,12.284,40.644,8.660,0.094305,Pass,14.776,39.063,5.635,0.094360,Pass
1.95,12.052,38.165,8.497,0.088377,Pass,14.554,36.475,5.445,0.088310,Pass
1.96,11.781,35.299,8.210,0.081573,Pass,14.295,33.397,5.130,0.081223,Pass
1.98,11.480,32.113,7.811,0.074115,Pass,14.005,29.911,4.703,0.073367,Pass
1.99,11.159,28.738,7.340,0.066379,Pass,13.697,26.201,4.205,0.065233,Pass
2.00,10.831,25.287,6.853,0.058683,Pass,13.382,22.376,3.693,0.057139,Pass
2.01,10.504,21.853,6.352,0.051263,Pass,13.068,18.560,3.168,0.049388,Pass
2.03,10.185,18.495,5.843,0.044260,Pass,12.761,14.840,2.305,0.042134,Pass
2.04,9.891,15.400,5.380,0.038071,Pass,12.480,11.431,1.812,0.035914,Pass
2.05,9.634,12.693,5.013,0.032902,Pass,12.235,8.478,1.416,0.030872,Pass
2.06,9.417,10.388,4.749,0.028713,Pass,12.029,6.016,1.127,0.026968,Pass
2.08,9.245,8.553,4.572,0.025539,Pass,11.867,4.124,0.928,0.024203,Pass
2.09,9.127,7.267,4.491,0.023419,Pass,11.757,2.883,0.831,0.022529,Pass
2.10,9.060,4.028,4.510,0.019001,Pass,11.698,2.005,0.839,0.021481,Pass
2.11,9.050,3.854,4.611,0.018802,Pass,11.694,2.064,0.937,0.021539,Pass
2.13,9.093,6.742,4.769,0.022701,Pass,11.743,3.012,1.101,0.022660,Pass
2.14,9.176,7.560,4.969,0.024085,Pass,11.832,4.158,1.313,0.024199,Pass
2.15,9.306,8.860,5.176,0.026309,Pass,11.965,5.798,1.544,0.026583,Pass
2.16,9.465,10.480,5.361,0.029156,Pass,12.129,7.741,1.762,0.029623,Pass
2.17,9.645,12.326,5.442,0.032473,Pass,12.313,9.872,1.884,0.033160,Pass
2.19,9.836,14.300,5.413,0.036103,Pass,12.507,12.068,1.903,0.036994,Pass
2.20,10.027,16.289,5.286,0.039842,Pass,12.703,14.197,1.829,0.040868,Pass
2.21,10.208,18.187,5.047,0.043467,Pass,12.888,16.139,1.648,0.044524,Pass
2.22,10.369,19.889,4.704,0.046753,Pass,13.053,17.786,1.365,0.047712,Pass
2.24,10.501,21.295,4.280,0.049481,Pass,13.189,19.043,1.000,0.050204,Pass
2.25,10.598,22.356,3.793,0.051531,Pass,13.291,19.873,0.568,0.051892,Pass
2.26,10.654,22.991,3.250,0.052715,Pass,13.352,20.211,0.078,0.052624,Pass
2.28,10.676,23.263,2.664,0.053159,Pass,13.377,20.147,-0.607,0.052572,Pass
2.29,10.656,23.106,2.074,0.052729,Pass,13.362,19.640,-1.192,0.051654,Pass
2.30,10.597,22.534,1.517,0.051462,Pass,13.306,18.730,-1.733,0.049954,Pass
2.31,10.502,21.571,1.023,0.049425,Pass,13.214,17.469,-2.226,0.047591,Pass
2.33,10.376,20.274,0.611,0.046752,Pass,13.089,15.936,-2.651,0.044740,Pass
2.34,10.223,18.680,0.259,0.043538,Pass,12.937,14.184,-2.971,0.041519,Pass
2.35,10.050,16.857,0.113,0.039953,Pass,12.763,12.294,-3.161,0.038102,Pass
2.36,9.865,14.893,0.107,0.036191,Pass,12.575,10.355,-3.224,0.034676,Pass
2.38,9.677,12.887,0.208,0.032471,Pass,12.384,8.468,-3.190,0.031441,Pass
2.39,9.493,10.919,0.418,0.028950,Pass,12.197,6.697,-3.053,0.028511,Pass
2.40,9.322,9.074,0.760,0.025791,Pass,12.021,5.115,-2.835,0.025999,Pass
2.41,9.169,7.414,1.129,0.023084,Pass,11.862,3.758,-2.539,0.023942,Pass
2.42,9.042,3.505,1.526,0.017743,Pass,11.728,2.413,-2.210,0.022102,Pass
2.44,8.944,2.399,1.929,0.016356,Pass,11.625,1.457,-1.867,0.020894,Pass
2.45,8.881,1.674,2.296,0.015545,Pass,11.555,1.041,-1.550,0.020344,Pass
2.46,8.856,1.372,2.602,0.015259,Pass,11.523,0.978,-1.280,0.020199,Pass
2.47,8.871,1.525,2.822,0.015472,Pass,11.532,1.287,-1.079,0.020466,Pass
2.49,8.924,2.114,2.943,0.016183,Pass,11.579,2.121,-0.961,0.021356,Pass
2.50,9.019,3.164,2.957,0.017515,Pass,11.667,3.394,-0.933,0.022922,Pass
2.51,9.149,7.114,2.873,0.022850,Pass,11.792,4.711,-0.988,0.024771,Pass
2.53,9.313,8.902,2.706,0.025739,Pass,11.950,6.331,-1.113,0.027225,Pass
2.54,9.506,11.003,2.478,0.029305,Pass,12.137,8.207,-1.287,0.030260,Pass
2.55,9.723,13.368,2.215,0.033515,Pass,12.347,10.313,-1.488,0.033861,Pass
2.56,9.958,15.932,1.950,0.038284,Pass,12.575,12.607,-1.688,0.037975,Pass
2.58,10.206,18.627,1.710,0.043503,Pass,12.814,15.045,-1.861,0.042529,Pass
2.59,10.459,21.379,1.530,0.049026,Pass,13.058,17.577,-1.978,0.047423,Pass
2.60,10.713,24.127,1.434,0.054719,Pass,13.301,20.164,-2.017,0.052568,Pass
2.61,10.961,26.804,1.439,0.060421,Pass,13.537,22.755,-1.963,0.057844,Pass
2.63,11.198,29.350,1.559,0.065978,Pass,13.759,25.299,-1.805,0.063131,Pass
2.64,11.419,31.715,1.799,0.071257,Pass,13.964,27.751,-1.540,0.068315,Pass
2.65,11.618,33.845,2.153,0.076114,Pass,14.147,30.053,-1.176,0.073254,Pass
2.66,11.795,35.719,2.607,0.080477,Pass,14.305,32.185,-0.726,0.077889,Pass
2.67,11.947,37.324,3.153,0.084298,Pass,14.438,34.114,-0.198,0.082131,Pass
2.69,12.073,38.650,3.738,0.087531,Pass,14.544,35.800,0.495,0.085887,Pass
2.70,12.172,39.698,4.344,0.090162,Pass,14.623,37.222,1.060,0.089088,Pass
2.71,12.248,40.497,4.935,0.092234,Pass,14.678,38.382,1.603,0.091727,Pass
2.72,12.304,41.086,5.480,0.093821,Pass,14.712,39.296,2.360,0.093864,Pass
2.74,12.343,41.505,5.947,0.094996,Pass,14.731,39.983,2.771,0.095458,Pass
2.75,12.371,41.818,6.317,0.095889,Pass,14.738,40.491,3.088,0.096638,Pass
2.76,12.392,42.074,6.574,0.096605,Pass,14.740,40.858,3.297,0.097484,Pass
2.78,12.414,42.357,6.705,0.097333,Pass,14.743,41.166,3.389,0.098183,Pass
2.79,12.443,42.718,6.716,0.098192,Pass,14.753,41.468,3.369,0.098859,Pass
2.80,12.485,43.234,6.616,0.099374,Pass,14.777,41.851,3.247,0.099721,Pass
2.81,12.546,43.958,6.415,0.101018,Pass,14.821,42.387,3.035,0.100941,Pass
2.83,12.630,44.937,6.143,0.103261,Pass,14.888,43.141,2.761,0.102688,Pass
2.84,12.743,46.220,5.825,0.106241,Pass,14.984,44.187,2.450,0.105147,Pass
2.85,12.889,47.846,5.491,0.110089,Pass,15.112,45.590,1.883,0.108454,Pass
2.86,13.070,49.844,5.170,0.114901,Pass,15.275,47.403,1.582,0.112828,Pass
2.88,13.283,52.172,4.888,0.120608,Pass,15.470,49.602,1.328,0.118198,Pass
2.89,13.531,54.864,4.668,0.127325,Pass,15.700,52.241,1.140,0.124719,Pass
2.90,13.811,57.879,4.525,0.134973,Pass,15.960,55.287,1.031,0.132341,Pass
2.91,14.117,61.159,4.465,0.143429,Pass,16.246,58.687,1.005,0.140959,Pass
2.92,14.447,64.681,4.486,0.152650,Pass,16.554,62.416,1.062,0.150537,Pass
2.94,14.791,68.333,4.583,0.162357,Pass,16.876,66.350,1.191,0.160782,Pass
2.95,15.144,72.079,4.737,0.172454,Pass,17.207,70.439,1.376,0.171575,Pass
2.96,15.498,75.828,4.926,0.182690,Pass,17.539,74.570,1.783,0.182644,Pass
2.97,15.844,79.535,5.129,0.192920,Pass,17.862,78.627,2.001,0.193632,Pass
2.99,16.177,83.117,5.316,0.202904,Pass,18.172,82.535,2.200,0.204337,Pass
3.00,16.488,86.463,5.462,0.212305,Pass,18.460,86.176,2.355,0.214410,Pass
3.01,16.771,89.528,5.541,0.220966,Pass,18.721,89.478,2.442,0.223621,Pass
3.03,17.020,92.342,5.540,0.228929,Pass,18.950,92.357,2.447,0.231703,Pass
3.04,17.234,94.791,5.441,0.235860,Pass,19.144,94.789,2.353,0.238561,Pass
3.05,17.409,96.823,5.244,0.241600,Pass,19.301,96.737,2.158,0.244068,Pass
3.06,17.548,98.452,4.953,0.246174,Pass,19.422,98.215,1.869,0.248249,Pass
3.08,17.646,99.637,4.580,0.249460,Pass,19.504,99.193,1.495,0.251012,Pass
3.09,17.712,100.470,4.139,0.251726,Pass,19.554,99.774,0.921,0.252638,Pass
3.10,17.747,100.964,3.654,0.253015,Pass,19.575,99.989,0.430,0.253240,Pass
3.11,17.756,101.170,3.153,0.253483,Pass,19.571,99.910,-0.080,0.253012,Pass
3.13,17.748,101.174,2.665,0.253385,Pass,19.550,99.643,-0.783,0.252267,Pass
3.14,17.727,101.021,2.216,0.252853,Pass,19.516,99.254,-1.249,0.251178,Pass
3.15,17.699,100.790,1.830,0.252120,Pass,19.477,98.839,-1.751,0.250030,Pass
3.16,17.673,100.548,1.526,0.251377,Pass,19.439,98.480,-2.078,0.249027,Pass
3.17,17.653,100.377,1.318,0.250855,Pass,19.409,98.265,-2.312,0.248423,Pass
3.19,17.645,100.309,1.212,0.250646,Pass,19.390,98.231,-2.444,0.248316,Pass
3.20,17.652,100.394,1.203,0.250889,Pass,19.386,98.422,-2.480,0.248834,Pass
3.21,17.679,100.696,1.283,0.251771,Pass,19.403,98.893,-2.426,0.250132,Pass
3.22,17.727,101.209,1.434,0.253274,Pass,19.440,99.622,-2.297,0.252161,Pass
3.24,17.793,101.924,1.636,0.255372,Pass,19.497,100.581,-2.114,0.254850,Pass
3.25,17.880,102.877,1.862,0.258173,Pass,19.576,101.783,-1.902,0.258248,Pass
3.26,17.986,104.030,2.084,0.261565,Pass,19.674,103.169,-1.688,0.262194,Pass
3.28,18.105,105.351,2.272,0.265453,Pass,19.786,104.684,-1.499,0.266542,Pass
3.29,18.236,106.803,2.404,0.269728,Pass,19.912,106.272,-1.357,0.271136,Pass
3.30,18.373,108.342,2.459,0.274258,Pass,20.044,107.874,-1.284,0.275805,Pass
3.31,18.512,109.907,2.424,0.278859,Pass,20.179,109.421,-1.292,0.280347,Pass
3.33,18.646,111.445,2.293,0.283383,Pass,20.312,110.859,-1.389,0.284602,Pass
3.34,18.771,112.890,2.069,0.287626,Pass,20.437,112.124,-1.573,0.288380,Pass
3.35,18.884,114.206,1.764,0.291490,Pass,20.550,113.191,-1.835,0.291603,Pass
3.36,18.978,115.317,1.391,0.294750,Pass,20.646,114.001,-2.162,0.294090,Pass
3.38,19.049,116.179,0.976,0.297280,Pass,20.720,114.531,-2.532,0.295772,Pass
3.39,19.097,116.784,0.471,0.299055,Pass,20.771,114.795,-2.922,0.296679,Pass
3.40,19.117,117.076,0.032,0.299912,Pass,20.796,114.764,-3.308,0.296713,Pass
3.41,19.109,117.029,-0.460,0.299769,Pass,20.792,114.433,-3.662,0.295860,Pass
3.42,19.073,116.665,-0.787,0.298689,Pass,20.760,113.848,-3.966,0.294235,Pass
3.44,19.007,115.943,-1.029,0.296544,Pass,20.699,112.983,-4.196,0.291763,Pass
3.45,18.915,114.915,-1.180,0.293488,Pass,20.612,111.901,-4.345,0.288620,Pass
3.46,18.798,113.572,-1.225,0.289499,Pass,20.500,110.600,-4.402,0.284798,Pass
3.47,18.658,111.959,-1.170,0.284713,Pass,20.364,109.119,-4.374,0.280422,Pass
3.49,18.496,110.086,-1.026,0.279172,Pass,20.208,107.462,-4.264,0.275510,Pass
3.50,18.318,108.014,-0.810,0.273067,Pass,20.035,105.674,-4.089,0.270207,Pass
3.51,18.127,105.781,-0.539,0.266521,Pass,19.850,103.774,-3.866,0.264582,Pass
3.53,17.925,103.419,-0.145,0.259632,Pass,19.655,101.771,-3.617,0.258672,Pass
3.54,17.719,101.001,0.209,0.252625,Pass,19.455,99.712,-3.366,0.252632,Pass
3.55,17.508,98.542,0.488,0.245540,Pass,19.252,97.588,-3.135,0.246447,Pass
3.56,17.299,96.103,0.719,0.238557,Pass,19.052,95.439,-2.947,0.240241,Pass
3.58,17.094,93.729,0.886,0.231792,Pass,18.857,93.290,-2.817,0.234087,Pass
3.59,16.896,91.440,0.972,0.225303,Pass,18.670,91.150,-2.758,0.228017,Pass
3.60,16.707,89.302,0.979,0.219262,Pass,18.494,89.039,-2.770,0.222087,Pass
3.61,16.529,87.337,0.901,0.213725,Pass,18.329,86.985,-2.855,0.216374,Pass
3.63,16.366,85.566,0.743,0.208749,Pass,18.181,85.036,-3.012,0.211012,Pass
3.64,16.218,83.958,0.517,0.204246,Pass,18.048,83.194,-3.225,0.205998,Pass
3.65,16.082,82.494,0.261,0.200168,Pass,17.928,81.458,-3.463,0.201319,Pass
3.66,15.962,81.197,-0.138,0.196569,Pass,17.825,79.867,-3.713,0.197074,Pass
