*Panel elements
PID=1, EIDs = 72420, 72421, 72451, 72450
PID=2, EIDs = 72424, 72455, 72425, 72454

Time (s),σx (PID=1),σy (PID=1),τxy (PID=1),UF (PID=1),Buckling Safety (PID=1),σx (PID=2),σy (PID=2),τxy (PID=2),UF (PID=2),Buckling Safety (PID=2)
371.23,6.832,-27.365,4.792,0.010914,Pass,10.008,-24.332,1.040,0.016396,Pass
371.24,6.766,-28.121,4.777,0.010786,Pass,9.943,-25.053,1.009,0.016261,Pass
371.25,6.713,-28.731,4.778,0.010688,Pass,9.891,-25.633,0.997,0.016154,Pass
371.26,6.674,-29.178,4.788,0.010619,Pass,9.854,-26.055,0.999,0.016078,Pass
371.27,6.652,-29.428,4.804,0.010584,Pass,9.833,-26.286,1.009,0.016037,Pass
371.29,6.647,-29.486,4.833,0.010584,Pass,9.830,-26.332,1.038,0.016032,Pass
371.30,6.659,-29.356,4.868,0.010617,Pass,9.843,-26.196,1.078,0.016061,Pass
371.31,6.687,-29.039,4.906,0.010681,Pass,9.872,-25.881,1.123,0.016123,Pass
371.33,6.728,-28.574,4.943,0.010769,Pass,9.914,-25.422,1.172,0.016212,Pass
371.34,6.781,-27.957,4.989,0.010884,Pass,9.969,-24.821,1.232,0.016330,Pass
371.35,6.843,-27.254,5.043,0.011017,Pass,10.031,-24.138,1.303,0.016463,Pass
371.36,6.912,-26.470,5.103,0.011164,Pass,10.100,-23.382,1.381,0.016612,Pass
371.38,6.982,-25.668,5.156,0.011313,Pass,10.171,-22.611,1.452,0.016763,Pass
371.39,7.053,-24.847,5.213,0.011466,Pass,10.243,-21.827,1.528,0.016918,Pass
371.40,7.120,-24.080,5.282,0.011615,Pass,10.310,-21.099,1.616,0.017065,Pass
371.41,7.181,-23.378,5.345,0.011753,Pass,10.371,-20.438,1.696,0.017199,Pass
371.42,7.235,-22.758,5.409,0.011876,Pass,10.424,-19.859,1.775,0.017319,Pass
371.44,7.279,-22.244,5.471,0.011982,Pass,10.468,-19.383,1.848,0.017419,Pass
371.45,7.312,-21.865,5.523,0.012062,Pass,10.501,-19.039,1.910,0.017493,Pass
371.46,7.333,-21.615,5.563,0.012117,Pass,10.521,-18.818,1.956,0.017542,Pass
371.48,7.342,-21.504,5.596,0.012146,Pass,10.530,-18.727,1.992,0.017564,Pass
371.49,7.339,-21.533,5.632,0.012154,Pass,10.526,-18.768,2.027,0.017561,Pass
371.50,7.324,-21.692,5.658,0.012136,Pass,10.511,-18.929,2.049,0.017532,Pass
371.51,7.298,-21.984,5.683,0.012096,Pass,10.484,-19.213,2.066,0.017479,Pass
371.52,7.263,-22.372,5.700,0.012037,Pass,10.448,-19.583,2.073,0.017407,Pass
371.54,7.223,-22.830,5.706,0.011963,Pass,10.407,-20.013,2.066,0.017320,Pass
371.55,7.178,-23.338,5.710,0.011880,Pass,10.361,-20.486,2.055,0.017224,Pass
371.56,7.130,-23.887,5.722,0.011795,Pass,10.311,-20.994,2.053,0.017122,Pass
371.58,7.081,-24.438,5.753,0.011716,Pass,10.262,-21.502,2.068,0.017022,Pass
371.59,7.037,-24.948,5.783,0.011643,Pass,10.215,-21.968,2.083,0.016928,Pass
371.60,6.997,-25.403,5.806,0.011577,Pass,10.174,-22.380,2.092,0.016845,Pass
371.61,6.963,-25.785,5.813,0.011517,Pass,10.139,-22.722,2.087,0.016772,Pass
371.63,6.940,-26.052,5.809,0.011472,Pass,10.114,-22.957,2.074,0.016719,Pass
371.64,6.927,-26.188,5.796,0.011444,Pass,10.101,-23.071,2.054,0.016689,Pass
371.65,6.928,-26.175,5.770,0.011436,Pass,10.099,-23.047,2.024,0.016683,Pass
371.66,6.941,-26.023,5.729,0.011444,Pass,10.111,-22.895,1.985,0.016701,Pass
371.67,6.967,-25.717,5.684,0.011476,Pass,10.136,-22.605,1.944,0.016746,Pass
371.69,7.006,-25.266,5.635,0.011529,Pass,10.173,-22.183,1.903,0.016817,Pass
371.70,7.056,-24.690,5.582,0.011603,Pass,10.221,-21.649,1.863,0.016911,Pass
371.71,7.115,-23.991,5.535,0.011698,Pass,10.280,-21.004,1.830,0.017028,Pass
371.73,7.183,-23.212,5.499,0.011811,Pass,10.345,-20.287,1.811,0.017160,Pass
371.74,7.255,-22.369,5.470,0.011937,Pass,10.416,-19.513,1.802,0.017305,Pass
371.75,7.332,-21.480,5.449,0.012074,Pass,10.491,-18.697,1.801,0.017460,Pass
371.76,7.408,-20.595,5.437,0.012213,Pass,10.565,-17.884,1.809,0.017615,Pass
371.77,7.482,-19.728,5.434,0.012353,Pass,10.638,-17.086,1.824,0.017767,Pass
371.79,7.553,-18.911,5.443,0.012491,Pass,10.707,-16.331,1.852,0.017913,Pass
371.80,7.616,-18.178,5.465,0.012619,Pass,10.768,-15.651,1.889,0.018045,Pass
371.81,7.670,-17.547,5.494,0.012733,Pass,10.821,-15.061,1.932,0.018160,Pass
371.83,7.716,-17.008,5.517,0.012829,Pass,10.865,-14.552,1.965,0.018257,Pass
371.84,7.751,-16.601,5.535,0.012903,Pass,10.898,-14.159,1.990,0.018329,Pass
371.85,7.772,-16.352,5.553,0.012950,Pass,10.918,-13.911,2.011,0.018373,Pass
371.86,7.780,-16.250,5.566,0.012971,Pass,10.925,-13.797,2.023,0.018389,Pass
371.88,7.775,-16.306,5.570,0.012962,Pass,10.918,-13.828,2.023,0.018375,Pass
371.89,7.757,-16.506,5.571,0.012928,Pass,10.898,-13.994,2.016,0.018333,Pass
371.90,7.727,-16.845,5.573,0.012871,Pass,10.867,-14.292,2.007,0.018266,Pass
371.91,7.684,-17.330,5.569,0.012787,Pass,10.823,-14.731,1.988,0.018173,Pass
371.92,7.633,-17.910,5.559,0.012686,Pass,10.770,-15.263,1.963,0.018060,Pass
371.94,7.573,-18.584,5.546,0.012568,Pass,10.710,-15.891,1.932,0.017930,Pass
371.95,7.510,-19.304,5.523,0.012439,Pass,10.646,-16.568,1.892,0.017792,Pass
371.96,7.445,-20.041,5.494,0.012303,Pass,10.580,-17.267,1.844,0.017649,Pass
371.98,7.381,-20.761,5.447,0.012166,Pass,10.516,-17.956,1.781,0.017509,Pass
371.99,7.322,-21.421,5.379,0.012030,Pass,10.457,-18.593,1.697,0.017378,Pass
372.00,7.271,-21.989,5.292,0.011904,Pass,10.406,-19.147,1.598,0.017262,Pass
372.01,7.228,-22.473,5.194,0.011788,Pass,10.363,-19.625,1.490,0.017162,Pass
372.02,7.197,-22.823,5.098,0.011695,Pass,10.332,-19.980,1.388,0.017088,Pass
372.04,7.177,-23.032,5.006,0.011628,Pass,10.313,-20.200,1.292,0.017040,Pass
372.05,7.169,-23.109,4.905,0.011581,Pass,10.305,-20.295,1.192,0.017016,Pass
372.06,7.174,-23.051,4.822,0.011561,Pass,10.310,-20.259,1.113,0.017019,Pass
372.08,7.189,-22.867,4.753,0.011568,Pass,10.325,-20.101,1.050,0.017046,Pass
372.09,7.214,-22.569,4.700,0.011598,Pass,10.351,-19.830,1.005,0.017097,Pass
372.10,7.248,-22.168,4.667,0.011653,Pass,10.385,-19.456,0.983,0.017166,Pass
372.11,7.290,-21.679,4.653,0.011727,Pass,10.427,-18.994,0.980,0.017253,Pass
372.13,7.337,-21.136,4.651,0.011815,Pass,10.474,-18.476,0.992,0.017350,Pass
372.14,7.386,-20.566,4.658,0.011910,Pass,10.524,-17.928,1.013,0.017454,Pass
372.15,7.435,-19.991,4.674,0.012009,Pass,10.573,-17.372,1.041,0.017559,Pass
372.16,7.483,-19.445,4.702,0.012108,Pass,10.620,-16.842,1.082,0.017659,Pass
372.17,7.525,-18.961,4.730,0.012196,Pass,10.662,-16.368,1.122,0.017749,Pass
372.19,7.562,-18.525,4.737,0.012270,Pass,10.700,-15.939,1.139,0.017828,Pass
372.20,7.591,-18.191,4.748,0.012328,Pass,10.728,-15.609,1.157,0.017889,Pass
372.21,7.610,-17.962,4.765,0.012370,Pass,10.747,-15.383,1.179,0.017930,Pass
372.23,7.618,-17.861,4.783,0.012392,Pass,10.755,-15.283,1.200,0.017949,Pass
372.24,7.615,-17.888,4.802,0.012392,Pass,10.752,-15.308,1.220,0.017943,Pass
372.25,7.601,-18.042,4.823,0.012371,Pass,10.738,-15.459,1.238,0.017915,Pass
372.26,7.578,-18.286,4.836,0.012333,Pass,10.716,-15.701,1.247,0.017870,Pass
372.27,7.546,-18.644,4.852,0.012276,Pass,10.684,-16.055,1.257,0.017804,Pass
372.29,7.507,-19.079,4.869,0.012208,Pass,10.645,-16.485,1.267,0.017725,Pass
372.30,7.462,-19.583,4.892,0.012129,Pass,10.600,-16.982,1.281,0.017633,Pass
372.31,7.415,-20.113,4.910,0.012045,Pass,10.554,-17.503,1.289,0.017537,Pass
372.33,7.364,-20.686,4.929,0.011955,Pass,10.503,-18.064,1.299,0.017434,Pass
372.34,7.315,-21.231,4.948,0.011869,Pass,10.455,-18.593,1.307,0.017335,Pass
372.35,7.265,-21.796,4.980,0.011785,Pass,10.406,-19.139,1.329,0.017235,Pass
372.36,7.217,-22.333,5.014,0.011707,Pass,10.359,-19.651,1.353,0.017141,Pass
372.38,7.175,-22.818,5.059,0.011641,Pass,10.317,-20.109,1.389,0.017057,Pass
372.39,7.136,-23.259,5.118,0.011588,Pass,10.279,-20.519,1.440,0.016983,Pass
372.40,7.102,-23.642,5.181,0.011546,Pass,10.245,-20.870,1.495,0.016920,Pass
372.41,7.076,-23.933,5.244,0.011520,Pass,10.220,-21.127,1.552,0.016875,Pass
372.42,7.059,-24.127,5.307,0.011510,Pass,10.204,-21.291,1.611,0.016847,Pass
372.44,7.049,-24.242,5.373,0.011514,Pass,10.194,-21.377,1.675,0.016834,Pass
372.45,7.049,-24.243,5.429,0.011534,Pass,10.195,-21.356,1.733,0.016842,Pass
372.46,7.057,-24.146,5.472,0.011565,Pass,10.204,-21.244,1.779,0.016866,Pass
372.48,7.073,-23.971,5.503,0.011605,Pass,10.220,-21.061,1.816,0.016904,Pass
372.49,7.096,-23.705,5.525,0.011657,Pass,10.244,-20.797,1.846,0.016956,Pass
372.50,7.124,-23.376,5.533,0.011713,Pass,10.273,-20.478,1.865,0.017019,Pass
372.51,7.156,-23.013,5.530,0.011771,Pass,10.306,-20.135,1.873,0.017087,Pass
372.52,7.188,-22.639,5.514,0.011826,Pass,10.339,-19.786,1.870,0.017155,Pass
372.54,7.219,-22.282,5.497,0.011878,Pass,10.371,-19.460,1.865,0.017220,Pass
372.55,7.246,-21.958,5.478,0.011923,Pass,10.400,-19.170,1.859,0.017278,Pass
372.56,7.268,-21.702,5.458,0.011957,Pass,10.423,-18.948,1.849,0.017325,Pass
372.58,7.285,-21.496,5.434,0.011981,Pass,10.442,-18.775,1.835,0.017362,Pass
372.59,7.293,-21.402,5.421,0.011990,Pass,10.450,-18.709,1.829,0.017379,Pass
372.60,7.292,-21.408,5.419,0.011988,Pass,10.451,-18.735,1.833,0.017381,Pass
372.61,7.282,-21.509,5.425,0.011971,Pass,10.443,-18.848,1.841,0.017366,Pass
372.63,7.262,-21.735,5.435,0.011937,Pass,10.424,-19.072,1.851,0.017329,Pass
372.64,7.233,-22.062,5.453,0.011889,Pass,10.397,-19.385,1.866,0.017274,Pass
372.65,7.197,-22.480,5.473,0.011827,Pass,10.362,-19.776,1.880,0.017204,Pass
372.66,7.150,-23.008,5.497,0.011749,Pass,10.318,-20.265,1.895,0.017115,Pass
372.67,7.096,-23.626,5.526,0.011659,Pass,10.267,-20.830,1.913,0.017011,Pass
372.69,7.037,-24.307,5.559,0.011560,Pass,10.209,-21.449,1.934,0.016896,Pass
372.70,6.972,-25.057,5.602,0.011454,Pass,10.146,-22.129,1.961,0.016770,Pass
372.71,6.902,-25.858,5.654,0.011343,Pass,10.079,-22.856,1.997,0.016637,Pass
372.73,6.831,-26.683,5.712,0.011232,Pass,10.010,-23.602,2.039,0.016501,Pass
372.74,6.759,-27.518,5.777,0.011123,Pass,9.939,-24.361,2.087,0.016364,Pass
372.75,6.686,-28.348,5.847,0.011016,Pass,9.870,-25.119,2.141,0.016230,Pass
372.76,6.619,-29.125,5.924,0.010922,Pass,9.804,-25.830,2.204,0.016106,Pass
372.77,6.555,-29.855,6.007,0.010838,Pass,9.743,-26.505,2.273,0.015992,Pass
372.79,6.502,-30.470,6.087,0.010772,Pass,9.692,-27.077,2.343,0.015898,Pass
372.80,6.456,-30.995,6.159,0.010717,Pass,9.649,-27.571,2.408,0.015821,Pass
372.81,6.420,-31.404,6.226,0.010680,Pass,9.615,-27.961,2.471,0.015764,Pass
372.83,6.395,-31.694,6.288,0.010658,Pass,9.593,-28.245,2.532,0.015728,Pass
372.84,6.384,-31.822,6.335,0.010658,Pass,9.584,-28.378,2.582,0.015719,Pass
372.85,6.382,-31.836,6.377,0.010673,Pass,9.585,-28.408,2.630,0.015729,Pass
372.86,6.393,-31.702,6.413,0.010709,Pass,9.599,-28.297,2.676,0.015766,Pass
372.88,6.415,-31.449,6.454,0.010767,Pass,9.624,-28.074,2.729,0.015825,Pass
372.89,6.445,-31.107,6.496,0.010839,Pass,9.656,-27.764,2.785,0.015901,Pass
372.90,6.482,-30.680,6.538,0.010925,Pass,9.696,-27.369,2.843,0.015993,Pass
372.91,6.525,-30.186,6.577,0.011021,Pass,9.742,-26.907,2.900,0.016097,Pass
372.92,6.571,-29.660,6.614,0.011122,Pass,9.791,-26.408,2.954,0.016207,Pass
372.94,6.618,-29.134,6.644,0.011220,Pass,9.840,-25.903,3.002,0.016316,Pass
372.95,6.662,-28.624,6.668,0.011314,Pass,9.888,-25.407,3.042,0.016421,Pass
372.96,6.702,-28.180,6.686,0.011394,Pass,9.930,-24.968,3.075,0.016514,Pass
372.98,6.735,-27.808,6.694,0.011459,Pass,9.966,-24.593,3.096,0.016592,Pass
372.99,6.755,-27.578,6.695,0.011497,Pass,9.990,-24.350,3.107,0.016643,Pass
373.00,6.764,-27.482,6.683,0.011508,Pass,10.002,-24.232,3.101,0.016667,Pass
373.01,6.756,-27.580,6.664,0.011485,Pass,9.998,-24.299,3.084,0.016654,Pass
373.02,6.734,-27.840,6.633,0.011430,Pass,9.979,-24.521,3.051,0.016609,Pass
373.04,6.694,-28.297,6.595,0.011341,Pass,9.943,-24.933,3.007,0.016527,Pass
373.05,6.638,-28.956,6.551,0.011216,Pass,9.890,-25.539,2.953,0.016407,Pass
373.06,6.565,-29.794,6.497,0.011059,Pass,9.820,-26.322,2.884,0.016253,Pass
373.08,6.478,-30.783,6.439,0.010875,Pass,9.738,-27.253,2.809,0.016071,Pass
373.09,6.379,-31.928,6.369,0.010663,Pass,9.642,-28.337,2.719,0.015861,Pass
373.10,6.271,-33.160,6.284,0.010431,Pass,9.538,-29.507,2.611,0.015632,Pass
373.11,6.158,-34.457,6.187,0.010186,Pass,9.429,-30.741,2.489,0.015390,Pass
373.13,6.042,-35.780,6.080,0.009934,Pass,9.317,-32.001,2.358,0.015144,Pass
373.14,5.929,-37.080,5.967,0.009684,Pass,9.207,-33.241,2.221,0.014904,Pass
373.15,5.821,-38.322,5.850,0.009445,Pass,9.103,-34.423,2.082,0.014676,Pass
373.16,5.723,-39.435,5.736,0.009228,Pass,9.010,-35.484,1.947,0.014472,Pass
373.17,5.638,-40.417,5.623,0.009034,Pass,8.928,-36.415,1.817,0.014293,Pass
373.19,5.570,-41.200,5.516,0.008874,Pass,8.863,-37.157,1.697,0.014150,Pass
373.20,5.518,-41.799,5.420,0.008748,Pass,8.815,-37.720,1.593,0.014044,Pass
373.21,5.486,-42.166,5.337,0.008662,Pass,8.787,-38.059,1.505,0.013979,Pass
373.23,5.471,-42.341,5.273,0.008614,Pass,8.776,-38.214,1.443,0.013951,Pass
373.24,5.477,-42.284,5.223,0.008606,Pass,8.785,-38.146,1.398,0.013964,Pass
373.25,5.500,-42.030,5.197,0.008637,Pass,8.811,-37.891,1.383,0.014014,Pass
373.26,5.536,-41.617,5.192,0.008700,Pass,8.850,-37.484,1.391,0.014094,Pass
373.27,5.586,-41.055,5.206,0.008792,Pass,8.903,-36.937,1.422,0.014201,Pass
373.29,5.645,-40.389,5.242,0.008908,Pass,8.965,-36.293,1.478,0.014329,Pass
373.30,5.709,-39.662,5.294,0.009040,Pass,9.032,-35.595,1.551,0.014470,Pass
373.31,5.778,-38.874,5.364,0.009188,Pass,9.104,-34.841,1.644,0.014623,Pass
373.33,5.845,-38.109,5.449,0.009338,Pass,9.174,-34.114,1.752,0.014775,Pass
373.34,5.910,-37.372,5.550,0.009491,Pass,9.241,-33.417,1.875,0.014925,Pass
373.35,5.968,-36.706,5.663,0.009637,Pass,9.302,-32.791,2.009,0.015064,Pass
373.36,6.014,-36.186,5.786,0.009766,Pass,9.350,-32.306,2.150,0.015180,Pass
373.38,6.045,-35.828,5.915,0.009873,Pass,9.384,-31.975,2.293,0.015270,Pass
373.39,6.059,-35.664,6.048,0.009951,Pass,9.402,-31.831,2.435,0.015327,Pass
373.40,6.056,-35.704,6.183,0.010001,Pass,9.401,-31.879,2.576,0.015349,Pass
373.41,6.034,-35.961,6.319,0.010017,Pass,9.381,-32.130,2.712,0.015333,Pass
373.42,5.993,-36.435,6.452,0.009999,Pass,9.343,-32.584,2.838,0.015279,Pass
373.44,5.933,-37.120,6.575,0.009945,Pass,9.286,-33.234,2.950,0.015186,Pass
373.45,5.857,-37.992,6.691,0.009861,Pass,9.212,-34.056,3.050,0.015059,Pass
373.46,5.765,-39.055,6.794,0.009742,Pass,9.123,-35.055,3.133,0.014897,Pass
373.48,5.661,-40.247,6.889,0.009601,Pass,9.022,-36.173,3.205,0.014711,Pass
373.49,5.551,-41.518,6.975,0.009446,Pass,8.914,-37.362,3.265,0.014510,Pass
373.50,5.436,-42.836,7.052,0.009280,Pass,8.803,-38.594,3.315,0.014300,Pass
373.51,5.322,-44.150,7.119,0.009112,Pass,8.691,-39.821,3.354,0.014089,Pass
373.52,5.212,-45.422,7.173,0.008945,Pass,8.584,-41.006,3.382,0.013883,Pass
373.54,5.110,-46.590,7.218,0.008792,Pass,8.485,-42.097,3.404,0.013695,Pass
373.55,5.021,-47.618,7.255,0.008656,Pass,8.399,-43.058,3.421,0.013529,Pass
373.56,4.947,-48.481,7.287,0.008543,Pass,8.327,-43.867,3.437,0.013393,Pass
373.58,4.891,-49.127,7.315,0.008461,Pass,8.275,-44.477,3.456,0.013294,Pass
373.59,4.855,-49.544,7.340,0.008411,Pass,8.242,-44.876,3.476,0.013236,Pass
373.60,4.839,-49.728,7.355,0.008392,Pass,8.230,-45.060,3.493,0.013216,Pass
373.61,4.844,-49.671,7.364,0.008405,Pass,8.238,-45.022,3.509,0.013236,Pass
373.63,4.866,-49.424,7.361,0.008441,Pass,8.263,-44.807,3.519,0.013287,Pass
373.64,4.904,-48.991,7.346,0.008499,Pass,8.305,-44.421,3.522,0.013369,Pass
373.65,4.959,-48.367,7.318,0.008579,Pass,8.363,-43.855,3.516,0.013480,Pass
373.66,5.022,-47.644,7.280,0.008669,Pass,8.430,-43.197,3.502,0.013608,Pass
373.67,5.094,-46.827,7.231,0.008769,Pass,8.505,-42.449,3.479,0.013750,Pass
373.69,5.170,-45.948,7.173,0.008874,Pass,8.585,-41.642,3.449,0.013901,Pass
373.70,5.247,-45.076,7.107,0.008975,Pass,8.665,-40.839,3.411,0.014049,Pass
373.71,5.318,-44.271,7.035,0.009065,Pass,8.739,-40.096,3.365,0.014185,Pass
373.73,5.381,-43.544,6.953,0.009138,Pass,8.807,-39.424,3.307,0.014306,Pass
373.74,5.434,-42.953,6.869,0.009190,Pass,8.862,-38.877,3.243,0.014402,Pass
373.75,5.471,-42.539,6.786,0.009218,Pass,8.903,-38.492,3.177,0.014468,Pass
373.76,5.489,-42.338,6.705,0.009214,Pass,8.925,-38.309,3.108,0.014498,Pass
373.77,5.487,-42.359,6.625,0.009176,Pass,8.928,-38.331,3.035,0.014489,Pass
373.79,5.465,-42.625,6.548,0.009103,Pass,8.909,-38.583,2.958,0.014437,Pass
373.80,5.419,-43.155,6.479,0.008993,Pass,8.868,-39.085,2.884,0.014340,Pass
373.81,5.353,-43.924,6.419,0.008851,Pass,8.805,-39.812,2.812,0.014203,Pass
373.83,5.266,-44.932,6.360,0.008674,Pass,8.722,-40.767,2.737,0.014025,Pass
373.84,5.160,-46.147,6.303,0.008467,Pass,8.621,-41.917,2.659,0.013812,Pass
373.85,5.040,-47.532,6.247,0.008236,Pass,8.505,-43.230,2.577,0.013569,Pass
373.86,4.908,-49.048,6.195,0.007989,Pass,8.378,-44.669,2.498,0.013306,Pass
373.88,4.768,-50.662,6.152,0.007732,Pass,8.242,-46.203,2.426,0.013030,Pass
373.89,4.626,-52.301,6.118,0.007477,Pass,8.104,-47.764,2.362,0.012752,Pass
373.90,3.453,-53.919,6.092,0.005558,Pass,7.968,-49.307,2.306,0.012481,Pass
373.91,1.888,-55.489,6.074,0.003259,Pass,7.837,-50.806,2.261,0.012221,Pass
373.92,1.757,-56.939,6.066,0.003080,Pass,7.716,-52.194,2.229,0.011984,Pass
373.94,1.641,-58.224,6.067,0.002928,Pass,7.609,-53.425,2.208,0.011776,Pass
373.95,1.539,-59.341,6.080,0.002803,Pass,7.518,-54.500,2.206,0.011602,Pass
373.96,1.460,-60.218,6.105,0.002713,Pass,7.447,-55.346,2.220,0.011469,Pass
373.98,1.400,-60.882,6.137,0.002651,Pass,7.394,-55.990,2.246,0.011374,Pass
373.99,1.363,-61.292,6.174,0.002619,Pass,7.365,-56.392,2.282,0.011323,Pass
374.00,1.347,-61.471,6.211,0.002615,Pass,7.355,-56.573,2.325,0.011311,Pass
374.01,1.352,-61.423,6.251,0.002637,Pass,7.365,-56.537,2.376,0.011338,Pass
374.02,1.373,-61.184,6.304,0.002685,Pass,7.392,-56.320,2.444,0.011400,Pass
374.04,1.410,-60.776,6.367,0.002758,Pass,7.433,-55.942,2.526,0.011491,Pass
374.05,1.457,-60.255,6.438,0.002847,Pass,7.484,-55.456,2.618,0.011605,Pass
374.06,1.511,-59.655,6.518,0.002951,Pass,7.542,-54.895,2.721,0.011733,Pass
374.08,1.569,-59.019,6.603,0.003061,Pass,7.603,-54.299,2.829,0.011869,Pass
374.09,1.625,-58.404,6.701,0.003176,Pass,7.662,-53.726,2.950,0.012004,Pass
374.10,1.674,-57.865,6.821,0.003295,Pass,7.714,-53.226,3.091,0.012132,Pass
374.11,1.713,-57.427,6.944,0.003402,Pass,7.757,-52.824,3.233,0.012244,Pass
374.13,1.740,-57.131,7.062,0.003493,Pass,7.787,-52.555,3.365,0.012331,Pass
374.14,1.752,-57.005,7.174,0.003561,Pass,7.802,-52.449,3.488,0.012388,Pass
374.15,1.744,-57.090,7.285,0.003604,Pass,7.799,-52.543,3.605,0.012410,Pass
374.16,1.720,-57.366,7.378,0.003618,Pass,7.779,-52.817,3.699,0.012394,Pass
374.17,1.677,-57.841,7.465,0.003604,Pass,7.742,-53.280,4.235,0.012463,Pass
374.19,1.616,-58.523,7.548,0.003565,Pass,7.686,-53.938,4.310,0.012378,Pass
374.20,1.539,-59.372,7.617,0.003502,Pass,7.615,-54.753,4.368,0.012259,Pass
374.21,1.448,-60.374,7.683,0.003420,Pass,7.531,-55.711,4.418,0.012114,Pass
374.23,1.346,-61.508,7.739,0.003321,Pass,7.436,-56.793,4.456,0.011944,Pass
374.24,1.236,-62.717,7.780,0.003208,Pass,7.334,-57.945,4.476,0.011757,Pass
374.25,1.124,-63.955,7.812,0.003090,Pass,7.229,-59.121,4.486,0.011562,Pass
374.26,1.013,-65.182,7.834,0.002972,Pass,7.125,-60.286,4.486,0.011367,Pass
374.27,0.905,-66.374,7.845,0.002855,Pass,7.025,-61.418,4.476,0.011176,Pass
374.29,0.807,-67.461,7.844,0.002745,Pass,6.934,-62.449,4.456,0.011000,Pass
374.30,0.719,-68.427,7.826,0.002642,Pass,6.857,-63.364,3.953,0.010717,Pass
374.31,0.648,-69.222,7.775,0.002541,Pass,6.797,-64.117,3.890,0.010589,Pass
374.33,0.592,-69.839,7.705,0.002448,Pass,6.752,-64.702,3.810,0.010484,Pass
374.34,0.556,-70.239,7.618,0.002368,Pass,6.723,-65.082,3.718,0.010408,Pass
374.35,0.539,-70.428,7.520,0.002302,Pass,6.711,-65.264,3.620,0.010363,Pass
374.36,0.539,-70.428,7.403,0.002245,Pass,6.715,-65.270,3.508,0.010343,Pass
374.38,0.558,-70.237,7.286,0.002205,Pass,6.734,-65.099,3.401,0.010353,Pass
374.39,0.593,-69.861,7.164,0.002182,Pass,6.767,-64.756,3.294,0.010391,Pass
374.40,0.643,-69.320,7.035,0.002172,Pass,6.814,-64.260,3.183,0.010454,Pass
374.41,0.701,-68.685,6.914,0.002177,Pass,6.868,-63.679,3.083,0.010534,Pass
374.42,0.767,-67.978,6.812,0.002201,Pass,6.928,-63.032,3.003,0.010629,Pass
374.44,0.836,-67.233,6.735,0.002241,Pass,6.994,-62.352,2.950,0.010742,Pass
374.45,0.904,-66.506,6.668,0.002286,Pass,7.061,-61.689,2.906,0.010858,Pass
374.46,0.968,-65.810,6.604,0.002330,Pass,7.124,-61.055,2.864,0.010968,Pass
374.48,1.023,-65.218,6.550,0.002370,Pass,7.178,-60.517,2.830,0.011064,Pass
374.49,1.066,-64.755,6.513,0.002404,Pass,7.222,-60.098,2.810,0.011142,Pass
374.50,1.096,-64.433,6.486,0.002427,Pass,7.252,-59.808,2.795,0.011197,Pass
374.51,1.109,-64.294,6.470,0.002436,Pass,7.267,-59.687,2.787,0.011224,Pass
374.52,1.105,-64.346,6.462,0.002427,Pass,7.265,-59.740,2.782,0.011219,Pass
374.54,1.081,-64.612,6.453,0.002395,Pass,7.245,-59.991,2.771,0.011179,Pass
374.55,1.038,-65.076,6.447,0.002344,Pass,7.207,-60.424,2.759,0.011105,Pass
374.56,0.978,-65.737,6.456,0.002278,Pass,7.152,-61.039,2.756,0.011002,Pass
374.58,0.902,-66.563,6.466,0.002196,Pass,7.083,-61.808,2.750,0.010871,Pass
374.59,0.811,-67.555,6.481,0.002102,Pass,7.000,-62.731,2.745,0.010714,Pass
374.60,0.709,-68.676,6.498,0.002000,Pass,6.913,-63.777,2.740,0.010551,Pass
374.61,0.599,-69.880,6.516,0.001894,Pass,6.820,-64.901,2.732,0.010377,Pass
374.63,0.485,-71.125,6.526,0.001786,Pass,6.724,-66.064,2.716,0.010195,Pass
374.64,0.372,-72.370,6.539,0.001686,Pass,6.627,-67.232,2.703,0.010015,Pass
374.65,0.260,-73.597,6.553,0.001596,Pass,6.533,-68.387,2.692,0.009839,Pass
374.66,0.157,-74.725,6.568,0.001523,Pass,6.446,-69.452,2.684,0.009679,Pass
374.67,0.063,-75.762,6.574,0.001464,Pass,6.367,-70.440,2.671,0.009532,Pass
374.69,-0.018,-76.655,6.576,0.001436,Pass,6.300,-71.296,2.657,0.009407,Pass
374.70,-0.082,-77.366,6.585,0.001440,Pass,6.247,-71.982,2.655,0.009311,Pass
374.71,-0.131,-77.909,6.581,0.001438,Pass,6.208,-72.510,2.644,0.009238,Pass
374.73,-0.161,-78.254,6.579,0.001437,Pass,6.184,-72.852,2.641,0.009195,Pass
374.74,-0.176,-78.416,6.586,0.001440,Pass,6.176,-73.022,2.651,0.009181,Pass
374.75,-0.173,-78.388,6.604,0.001448,Pass,6.183,-73.009,2.676,0.009197,Pass
374.76,-0.155,-78.195,6.622,0.001456,Pass,6.202,-72.839,2.706,0.009238,Pass
374.77,-0.125,-77.875,6.651,0.001469,Pass,6.232,-72.545,2.750,0.009300,Pass
374.79,-0.086,-77.441,6.694,0.001488,Pass,6.270,-72.139,2.809,0.009381,Pass
374.80,-0.040,-76.938,6.750,0.001513,Pass,6.314,-71.664,2.883,0.009475,Pass
374.81,0.008,-76.405,6.821,0.001547,Pass,6.360,-71.157,2.972,0.009576,Pass
