*Panel elements
PID=1, EIDs = 72420, 72421, 72451, 72450
PID=2, EIDs = 72424, 72455, 72425, 72454

Time (s),σx (PID=1),σy (PID=1),τxy (PID=1),UF (PID=1),Buckling Safety (PID=1),σx (PID=2),σy (PID=2),τxy (PID=2),UF (PID=2),Buckling Safety (PID=2)
501.92,4.816,-50.355,6.155,0.007815,Pass,8.258,-46.261,2.404,0.013057,Pass
501.94,4.815,-50.372,6.091,0.007786,Pass,8.255,-46.277,2.340,0.013041,Pass
501.95,4.802,-50.506,6.043,0.007746,Pass,8.242,-46.405,2.288,0.013008,Pass
501.96,4.781,-50.736,6.009,0.007697,Pass,8.221,-46.623,2.247,0.012961,Pass
501.98,4.753,-51.060,5.991,0.007641,Pass,8.191,-46.929,2.221,0.012899,Pass
501.99,4.717,-51.458,5.985,0.007578,Pass,8.155,-47.306,2.206,0.012827,Pass
502.00,4.678,-51.900,5.990,0.007514,Pass,8.115,-47.722,2.199,0.012749,Pass
502.01,4.635,-52.387,6.015,0.007451,Pass,8.072,-48.180,2.213,0.012666,Pass
502.02,4.590,-52.892,6.062,0.007395,Pass,8.026,-48.654,2.248,0.012583,Pass
502.04,3.509,-53.399,6.137,0.005665,Pass,7.981,-49.128,2.311,0.012506,Pass
502.05,3.470,-53.859,6.228,0.005641,Pass,7.940,-49.556,2.391,0.012439,Pass
502.06,3.435,-54.272,6.335,0.005630,Pass,7.903,-49.939,2.487,0.012383,Pass
502.08,3.406,-54.607,6.462,0.005639,Pass,7.873,-50.246,2.606,0.012345,Pass
502.09,1.975,-54.867,6.596,0.003596,Pass,7.849,-50.481,2.734,0.012323,Pass
502.10,1.961,-55.007,6.736,0.003639,Pass,7.836,-50.601,2.871,0.012323,Pass
502.11,1.954,-55.075,6.880,0.003695,Pass,7.830,-50.655,3.014,0.012340,Pass
502.13,1.958,-55.021,7.025,0.003767,Pass,7.834,-50.592,3.161,0.012377,Pass
502.14,1.971,-54.870,7.172,0.003854,Pass,7.847,-50.437,3.312,0.012435,Pass
502.15,3.402,-54.629,7.316,0.006024,Pass,7.868,-50.199,3.462,0.012508,Pass
502.16,3.427,-54.335,7.447,0.006126,Pass,7.893,-49.913,3.601,0.012589,Pass
502.17,3.456,-53.978,7.564,0.006231,Pass,7.924,-49.568,4.172,0.012796,Pass
502.19,3.489,-53.589,7.664,0.006332,Pass,7.958,-49.195,4.282,0.012893,Pass
502.20,3.522,-53.195,7.755,0.006431,Pass,7.992,-48.818,4.383,0.012987,Pass
502.21,4.595,-52.807,7.821,0.008213,Pass,8.026,-48.450,4.460,0.013075,Pass
502.23,4.624,-52.471,7.872,0.008289,Pass,8.055,-48.133,4.520,0.013150,Pass
502.24,4.648,-52.195,7.910,0.008349,Pass,8.079,-47.873,4.566,0.013210,Pass
502.25,4.665,-52.000,7.933,0.008389,Pass,8.096,-47.691,4.595,0.013252,Pass
502.26,4.673,-51.899,7.940,0.008408,Pass,8.104,-47.599,4.606,0.013272,Pass
502.27,4.672,-51.907,7.929,0.008401,Pass,8.103,-47.611,4.597,0.013267,Pass
502.29,4.663,-52.016,7.905,0.008372,Pass,8.094,-47.719,4.573,0.013241,Pass
502.30,4.642,-52.249,7.869,0.008318,Pass,8.073,-47.942,4.533,0.013189,Pass
502.31,4.616,-52.547,7.810,0.008243,Pass,8.047,-48.225,4.468,0.013119,Pass
502.33,4.580,-52.959,7.740,0.008146,Pass,8.011,-48.615,4.391,0.013026,Pass
502.34,3.502,-53.447,7.660,0.006351,Pass,7.968,-49.077,4.301,0.012918,Pass
502.35,3.456,-54.003,7.570,0.006233,Pass,7.920,-49.600,4.199,0.012796,Pass
502.36,3.406,-54.599,7.476,0.006108,Pass,7.868,-50.159,3.648,0.012552,Pass
502.38,1.937,-55.209,7.380,0.003908,Pass,7.814,-50.731,3.538,0.012423,Pass
502.39,1.880,-55.832,7.277,0.003781,Pass,7.760,-51.314,3.421,0.012292,Pass
502.40,1.828,-56.408,7.174,0.003662,Pass,7.709,-51.852,3.305,0.012169,Pass
502.41,1.779,-56.944,7.067,0.003546,Pass,7.662,-52.353,3.186,0.012053,Pass
502.42,1.737,-57.402,6.952,0.003438,Pass,7.623,-52.780,3.062,0.011952,Pass
502.44,1.705,-57.761,6.834,0.003341,Pass,7.591,-53.114,2.936,0.011867,Pass
502.45,1.681,-58.027,6.717,0.003257,Pass,7.568,-53.363,2.815,0.011800,Pass
502.46,1.669,-58.157,6.599,0.003189,Pass,7.557,-53.484,2.695,0.011757,Pass
502.48,1.667,-58.185,6.488,0.003138,Pass,7.555,-53.511,2.585,0.011733,Pass
502.49,1.678,-58.071,6.383,0.003107,Pass,7.565,-53.405,2.483,0.011735,Pass
502.50,1.700,-57.837,6.277,0.003092,Pass,7.586,-53.187,2.385,0.011759,Pass
502.51,1.731,-57.494,6.177,0.003092,Pass,7.616,-52.868,2.296,0.011802,Pass
502.52,1.768,-57.090,6.079,0.003101,Pass,7.652,-52.493,2.209,0.011858,Pass
502.54,1.814,-56.600,5.984,0.003123,Pass,7.694,-52.036,2.128,0.011928,Pass
502.55,1.859,-56.104,5.898,0.003150,Pass,7.738,-51.575,2.056,0.012002,Pass
502.56,1.908,-55.570,5.811,0.003182,Pass,7.785,-51.077,1.984,0.012082,Pass
502.58,1.954,-55.067,5.728,0.003213,Pass,7.830,-50.607,1.916,0.012159,Pass
502.59,3.414,-54.614,5.647,0.005323,Pass,7.870,-50.183,1.848,0.012227,Pass
502.60,3.446,-54.236,5.572,0.005345,Pass,7.904,-49.827,1.784,0.012285,Pass
502.61,3.474,-53.909,5.494,0.005361,Pass,7.933,-49.518,1.716,0.012333,Pass
502.63,3.491,-53.707,5.428,0.005364,Pass,7.951,-49.325,1.657,0.012362,Pass
502.64,3.502,-53.584,5.366,0.005359,Pass,7.962,-49.206,1.600,0.012378,Pass
502.65,3.501,-53.601,5.317,0.005339,Pass,7.962,-49.218,1.554,0.012373,Pass
502.66,3.489,-53.738,5.281,0.005309,Pass,7.951,-49.342,1.517,0.012347,Pass
502.67,3.467,-54.008,5.261,0.005266,Pass,7.929,-49.592,1.494,0.012302,Pass
502.69,3.435,-54.383,5.258,0.005215,Pass,7.897,-49.941,1.483,0.012240,Pass
502.70,1.970,-54.891,5.274,0.003068,Pass,7.854,-50.416,1.491,0.012158,Pass
502.71,1.913,-55.515,5.308,0.003003,Pass,7.801,-51.001,1.513,0.012059,Pass
502.73,1.849,-56.215,5.356,0.002934,Pass,7.742,-51.657,1.548,0.011947,Pass
502.74,1.778,-56.990,5.417,0.002861,Pass,7.675,-52.385,1.594,0.011825,Pass
502.75,1.702,-57.826,5.486,0.002785,Pass,7.604,-53.171,1.647,0.011695,Pass
502.76,1.624,-58.673,5.563,0.002713,Pass,7.531,-53.966,1.707,0.011563,Pass
502.77,1.547,-59.515,5.646,0.002644,Pass,7.459,-54.757,1.773,0.011434,Pass
502.79,1.472,-60.332,5.730,0.002581,Pass,7.390,-55.524,1.841,0.011310,Pass
502.80,1.402,-61.100,5.813,0.002524,Pass,7.324,-56.244,1.910,0.011195,Pass
502.81,1.341,-61.774,5.896,0.002480,Pass,7.267,-56.875,1.980,0.011096,Pass
502.83,1.289,-62.332,5.976,0.002449,Pass,7.220,-57.397,2.050,0.011016,Pass
502.84,1.247,-62.792,6.051,0.002427,Pass,7.181,-57.826,2.117,0.010953,Pass
502.85,1.219,-63.096,6.121,0.002421,Pass,7.156,-58.108,2.182,0.010915,Pass
502.86,1.203,-63.274,6.179,0.002426,Pass,7.142,-58.271,2.239,0.010896,Pass
502.88,1.199,-63.311,6.226,0.002441,Pass,7.140,-58.301,2.288,0.010900,Pass
502.89,1.209,-63.207,6.260,0.002466,Pass,7.151,-58.198,2.327,0.010926,Pass
502.90,1.231,-62.962,6.279,0.002501,Pass,7.173,-57.965,2.354,0.010973,Pass
502.91,1.264,-62.599,6.288,0.002545,Pass,7.206,-57.620,2.374,0.011037,Pass
502.92,1.306,-62.143,6.287,0.002595,Pass,7.247,-57.189,2.386,0.011116,Pass
502.94,1.352,-61.640,6.281,0.002649,Pass,7.292,-56.716,2.395,0.011203,Pass
502.95,1.404,-61.070,6.273,0.002711,Pass,7.342,-56.181,2.403,0.011299,Pass
502.96,1.456,-60.501,6.266,0.002774,Pass,7.393,-55.649,2.412,0.011397,Pass
502.98,1.508,-59.935,6.259,0.002837,Pass,7.443,-55.119,2.419,0.011492,Pass
502.99,1.555,-59.422,6.259,0.002897,Pass,7.488,-54.642,2.434,0.011581,Pass
503.00,1.597,-58.971,6.261,0.002952,Pass,7.528,-54.224,2.449,0.011659,Pass
503.01,1.630,-58.617,6.272,0.002999,Pass,7.559,-53.897,2.471,0.011723,Pass
503.02,1.655,-58.348,6.292,0.003039,Pass,7.583,-53.650,2.498,0.011773,Pass
503.04,1.668,-58.210,6.323,0.003070,Pass,7.596,-53.524,2.535,0.011802,Pass
503.05,1.670,-58.192,6.365,0.003089,Pass,7.598,-53.512,2.579,0.011814,Pass
503.06,1.663,-58.272,6.408,0.003099,Pass,7.591,-53.588,2.621,0.011808,Pass
503.08,1.645,-58.469,6.454,0.003095,Pass,7.574,-53.773,2.664,0.011784,Pass
503.09,1.619,-58.756,6.498,0.003080,Pass,7.550,-54.039,2.702,0.011744,Pass
503.10,1.585,-59.118,6.545,0.003057,Pass,7.519,-54.374,2.741,0.011692,Pass
503.11,1.546,-59.551,6.594,0.003028,Pass,7.482,-54.774,2.781,0.011629,Pass
503.13,1.500,-60.047,6.640,0.002989,Pass,7.439,-55.233,2.816,0.011555,Pass
503.14,1.454,-60.550,6.683,0.002950,Pass,7.396,-55.697,2.848,0.011479,Pass
503.15,1.404,-61.089,6.718,0.002903,Pass,7.350,-56.194,2.871,0.011397,Pass
503.16,1.354,-61.634,6.748,0.002854,Pass,7.304,-56.698,2.889,0.011313,Pass
503.17,1.305,-62.165,6.761,0.002799,Pass,7.259,-57.190,2.890,0.011227,Pass
503.19,1.258,-62.679,6.762,0.002743,Pass,7.215,-57.665,2.881,0.011142,Pass
503.20,1.216,-63.136,6.744,0.002684,Pass,7.176,-58.090,2.851,0.011063,Pass
503.21,1.177,-63.567,6.707,0.002620,Pass,7.139,-58.493,2.806,0.010987,Pass
503.23,1.147,-63.900,6.650,0.002559,Pass,7.111,-58.804,2.741,0.010921,Pass
503.24,1.124,-64.151,6.576,0.002500,Pass,7.089,-59.043,2.663,0.010867,Pass
503.25,1.108,-64.334,6.486,0.002441,Pass,7.074,-59.219,2.569,0.010822,Pass
503.26,1.103,-64.396,6.382,0.002391,Pass,7.069,-59.284,2.464,0.010795,Pass
503.27,1.105,-64.382,6.265,0.002344,Pass,7.071,-59.280,2.348,0.010780,Pass
503.29,1.116,-64.266,6.141,0.002306,Pass,7.081,-59.181,2.228,0.010781,Pass
503.30,1.134,-64.073,6.020,0.002279,Pass,7.099,-59.011,2.112,0.010797,Pass
503.31,1.161,-63.789,5.908,0.002266,Pass,7.123,-58.757,2.007,0.010829,Pass
503.33,1.193,-63.453,5.811,0.002266,Pass,7.153,-58.454,1.919,0.010872,Pass
503.34,1.229,-63.060,5.728,0.002278,Pass,7.187,-58.095,1.846,0.010928,Pass
503.35,1.270,-62.617,5.664,0.002304,Pass,7.225,-57.690,1.793,0.010993,Pass
503.36,1.311,-62.169,5.621,0.002339,Pass,7.264,-57.276,1.761,0.011063,Pass
503.38,1.355,-61.700,5.594,0.002382,Pass,7.304,-56.839,1.743,0.011136,Pass
503.39,1.395,-61.253,5.583,0.002429,Pass,7.342,-56.421,1.743,0.011209,Pass
503.40,1.433,-60.838,5.584,0.002476,Pass,7.378,-56.028,1.752,0.011278,Pass
503.41,1.468,-60.455,5.596,0.002525,Pass,7.411,-55.660,1.772,0.011341,Pass
503.42,1.497,-60.131,5.611,0.002567,Pass,7.438,-55.345,1.792,0.011396,Pass
503.44,1.520,-59.875,5.627,0.002602,Pass,7.460,-55.091,1.812,0.011440,Pass
503.45,1.538,-59.669,5.645,0.002631,Pass,7.477,-54.882,1.831,0.011475,Pass
503.46,1.548,-59.546,5.672,0.002656,Pass,7.487,-54.751,1.860,0.011497,Pass
503.48,1.553,-59.485,5.710,0.002676,Pass,7.492,-54.679,1.896,0.011510,Pass
503.49,1.552,-59.490,5.755,0.002692,Pass,7.490,-54.671,1.939,0.011513,Pass
503.50,1.545,-59.563,5.812,0.002705,Pass,7.483,-54.729,1.992,0.011506,Pass
503.51,1.534,-59.686,5.887,0.002720,Pass,7.471,-54.841,2.062,0.011493,Pass
503.52,1.517,-59.869,5.974,0.002732,Pass,7.454,-55.012,2.143,0.011473,Pass
503.54,1.496,-60.109,6.065,0.002742,Pass,7.432,-55.239,2.227,0.011443,Pass
503.55,1.470,-60.389,6.155,0.002746,Pass,7.407,-55.508,2.310,0.011407,Pass
503.56,1.446,-60.664,6.245,0.002752,Pass,7.381,-55.773,2.391,0.011371,Pass
503.58,1.417,-60.989,6.336,0.002754,Pass,7.352,-56.088,2.474,0.011328,Pass
503.59,1.389,-61.297,6.427,0.002758,Pass,7.323,-56.386,2.555,0.011288,Pass
503.60,1.364,-61.583,6.509,0.002761,Pass,7.297,-56.663,2.629,0.011251,Pass
503.61,1.341,-61.838,6.584,0.002765,Pass,7.273,-56.910,2.696,0.011218,Pass
503.63,1.326,-62.007,6.649,0.002776,Pass,7.257,-57.073,2.755,0.011198,Pass
503.64,1.317,-62.106,6.704,0.002789,Pass,7.247,-57.167,2.804,0.011188,Pass
503.65,1.318,-62.098,6.750,0.002810,Pass,7.246,-57.159,2.848,0.011195,Pass
503.66,1.328,-61.981,6.784,0.002839,Pass,7.254,-57.043,2.882,0.011218,Pass
503.67,1.349,-61.758,6.809,0.002875,Pass,7.272,-56.827,2.909,0.011257,Pass
503.69,1.379,-61.422,6.827,0.002920,Pass,7.300,-56.502,2.931,0.011314,Pass
503.70,1.420,-60.964,6.830,0.002974,Pass,7.339,-56.060,2.942,0.011388,Pass
503.71,1.470,-60.414,6.825,0.003034,Pass,7.385,-55.533,2.947,0.011477,Pass
503.73,1.527,-59.786,6.811,0.003101,Pass,7.438,-54.932,2.945,0.011578,Pass
503.74,1.592,-59.073,6.786,0.003172,Pass,7.499,-54.251,2.932,0.011690,Pass
503.75,1.658,-58.353,6.745,0.003239,Pass,7.560,-53.566,2.905,0.011801,Pass
503.76,1.725,-57.610,6.685,0.003301,Pass,7.623,-52.861,2.859,0.011913,Pass
503.77,1.791,-56.889,6.611,0.003356,Pass,7.684,-52.179,2.800,0.012019,Pass
503.79,1.854,-56.203,6.529,0.003404,Pass,7.742,-51.534,2.730,0.012117,Pass
503.80,1.912,-55.580,6.441,0.003443,Pass,7.795,-50.951,2.655,0.012204,Pass
503.81,1.963,-55.029,6.361,0.003478,Pass,7.841,-50.438,2.585,0.012281,Pass
503.83,3.426,-54.596,6.285,0.005595,Pass,7.877,-50.040,2.517,0.012339,Pass
503.84,3.456,-54.245,6.203,0.005608,Pass,7.906,-49.720,2.442,0.012382,Pass
503.85,3.473,-54.049,6.146,0.005611,Pass,7.922,-49.549,2.388,0.012403,Pass
503.86,3.481,-53.955,6.104,0.005607,Pass,7.928,-49.474,2.347,0.012409,Pass
503.88,3.477,-54.000,6.074,0.005589,Pass,7.923,-49.529,2.315,0.012394,Pass
503.89,3.463,-54.175,6.049,0.005556,Pass,7.906,-49.703,2.284,0.012357,Pass
503.90,3.440,-54.452,6.042,0.005517,Pass,7.881,-49.970,2.269,0.012306,Pass
503.91,3.407,-54.842,6.050,0.005469,Pass,7.845,-50.341,2.266,0.012238,Pass
503.92,1.943,-55.303,6.069,0.003331,Pass,7.804,-50.772,2.273,0.012159,Pass
503.94,1.894,-55.834,6.112,0.003283,Pass,7.757,-51.267,2.301,0.012073,Pass
503.95,1.842,-56.402,6.166,0.003235,Pass,7.706,-51.792,2.339,0.011982,Pass
503.96,1.789,-56.979,6.239,0.003194,Pass,7.656,-52.324,2.397,0.011894,Pass
503.98,1.735,-57.565,6.326,0.003158,Pass,7.604,-52.861,2.467,0.011807,Pass
503.99,1.686,-58.094,6.411,0.003130,Pass,7.557,-53.341,2.537,0.011729,Pass
504.00,1.639,-58.591,6.506,0.003110,Pass,7.513,-53.793,2.618,0.011660,Pass
504.01,1.601,-58.994,6.595,0.003100,Pass,7.477,-54.156,2.695,0.011605,Pass
504.02,1.569,-59.332,6.685,0.003098,Pass,7.448,-54.459,2.775,0.011563,Pass
504.04,1.549,-59.550,6.770,0.003109,Pass,7.428,-54.652,2.853,0.011540,Pass
504.05,1.537,-59.672,6.849,0.003130,Pass,7.417,-54.758,2.927,0.011533,Pass
504.06,1.536,-59.676,6.918,0.003161,Pass,7.416,-54.756,2.995,0.011545,Pass
504.08,1.545,-59.572,6.987,0.003204,Pass,7.424,-54.659,3.064,0.011575,Pass
504.09,1.565,-59.351,7.051,0.003260,Pass,7.442,-54.454,3.132,0.011623,Pass
504.10,1.595,-59.022,7.108,0.003325,Pass,7.470,-54.154,3.195,0.011689,Pass
504.11,1.632,-58.616,7.157,0.003397,Pass,7.504,-53.783,3.254,0.011766,Pass
504.13,1.676,-58.138,7.205,0.003476,Pass,7.545,-53.347,3.312,0.011856,Pass
504.14,1.728,-57.577,7.239,0.003560,Pass,7.592,-52.833,3.357,0.011956,Pass
504.15,1.780,-57.006,7.267,0.003643,Pass,7.640,-52.310,3.398,0.012057,Pass
504.16,1.836,-56.400,7.287,0.003727,Pass,7.691,-51.752,3.431,0.012163,Pass
504.17,1.890,-55.809,7.295,0.003803,Pass,7.741,-51.205,3.451,0.012262,Pass
504.19,1.942,-55.242,7.296,0.003874,Pass,7.789,-50.677,3.463,0.012356,Pass
504.20,3.411,-54.721,7.294,0.006028,Pass,7.832,-50.188,3.471,0.012442,Pass
504.21,3.451,-54.251,7.297,0.006091,Pass,7.870,-49.745,3.480,0.012517,Pass
504.23,3.483,-53.880,7.299,0.006142,Pass,7.901,-49.389,3.488,0.012578,Pass
504.24,3.507,-53.591,7.291,0.006176,Pass,7.923,-49.108,3.482,0.012620,Pass
504.25,3.524,-53.403,7.270,0.006191,Pass,7.937,-48.918,3.460,0.012642,Pass
504.26,3.532,-53.308,7.243,0.006192,Pass,7.943,-48.814,3.431,0.012646,Pass
504.27,3.532,-53.307,7.217,0.006180,Pass,7.941,-48.798,3.400,0.012634,Pass
504.29,3.528,-53.374,7.183,0.006156,Pass,7.932,-48.846,3.359,0.012608,Pass
504.30,3.515,-53.526,7.142,0.006117,Pass,7.916,-48.977,3.309,0.012566,Pass
504.31,3.499,-53.717,7.096,0.006070,Pass,7.896,-49.147,3.253,0.012515,Pass
504.33,3.479,-53.960,7.050,0.006018,Pass,7.872,-49.369,3.196,0.012457,Pass
504.34,3.460,-54.191,6.987,0.005958,Pass,7.848,-49.583,3.122,0.012396,Pass
504.35,3.441,-54.433,6.914,0.005894,Pass,7.824,-49.812,3.040,0.012333,Pass
504.36,3.426,-54.613,6.828,0.005832,Pass,7.805,-49.986,2.945,0.012277,Pass
504.38,3.415,-54.750,6.729,0.005770,Pass,7.790,-50.122,2.837,0.012228,Pass
504.39,3.408,-54.840,6.631,0.005716,Pass,7.779,-50.218,2.734,0.012188,Pass
504.40,3.409,-54.831,6.530,0.005674,Pass,7.777,-50.222,2.628,0.012164,Pass
504.41,3.419,-54.723,6.417,0.005641,Pass,7.783,-50.133,2.514,0.012157,Pass
504.42,3.438,-54.511,6.291,0.005616,Pass,7.798,-49.946,2.389,0.012166,Pass
504.44,3.466,-54.193,6.161,0.005606,Pass,7.823,-49.657,2.263,0.012194,Pass
504.45,3.503,-53.757,6.021,0.005608,Pass,7.858,-49.255,2.129,0.012242,Pass
504.46,3.548,-53.241,5.883,0.005624,Pass,7.900,-48.775,1.999,0.012305,Pass
504.48,4.607,-52.632,5.751,0.007301,Pass,7.951,-48.204,1.877,0.012387,Pass
504.49,4.666,-51.950,5.618,0.007351,Pass,8.007,-47.560,1.757,0.012482,Pass
504.50,4.729,-51.223,5.493,0.007412,Pass,8.068,-46.871,1.644,0.012587,Pass
504.51,4.793,-50.490,5.379,0.007478,Pass,8.130,-46.175,1.542,0.012696,Pass
504.52,4.857,-49.753,5.269,0.007549,Pass,8.192,-45.472,1.445,0.012806,Pass
504.54,4.919,-49.042,5.170,0.007620,Pass,8.251,-44.791,1.358,0.012914,Pass
504.55,4.974,-48.417,5.093,0.007688,Pass,8.304,-44.191,1.292,0.013010,Pass
504.56,5.024,-47.846,5.023,0.007750,Pass,8.351,-43.642,1.231,0.013098,Pass
504.58,5.063,-47.391,4.961,0.007798,Pass,8.389,-43.203,1.175,0.013166,Pass
504.59,5.092,-47.058,4.912,0.007831,Pass,8.416,-42.882,1.130,0.013216,Pass
504.60,5.111,-46.837,4.883,0.007855,Pass,8.433,-42.667,1.101,0.013247,Pass
504.61,5.115,-46.789,4.878,0.007860,Pass,8.435,-42.618,1.095,0.013251,Pass
504.63,5.109,-46.856,4.887,0.007852,Pass,8.427,-42.680,1.098,0.013235,Pass
504.64,5.092,-47.050,4.910,0.007830,Pass,8.407,-42.863,1.114,0.013198,Pass
504.65,5.063,-47.380,4.965,0.007798,Pass,8.377,-43.179,1.158,0.013142,Pass
504.66,5.025,-47.805,5.047,0.007761,Pass,8.338,-43.586,1.228,0.013071,Pass
504.67,4.981,-48.304,5.142,0.007717,Pass,8.292,-44.061,1.309,0.012988,Pass
504.69,4.933,-48.855,5.251,0.007671,Pass,8.241,-44.586,1.401,0.012898,Pass
504.70,4.881,-49.445,5.383,0.007630,Pass,8.188,-45.146,1.518,0.012806,Pass
504.71,4.832,-50.005,5.530,0.007600,Pass,8.137,-45.676,1.649,0.012721,Pass
504.73,4.787,-50.511,5.685,0.007581,Pass,8.091,-46.152,1.789,0.012648,Pass
504.74,4.749,-50.950,5.855,0.007581,Pass,8.051,-46.563,1.945,0.012589,Pass
504.75,4.721,-51.272,6.023,0.007600,Pass,8.021,-46.858,2.103,0.012553,Pass
504.76,4.703,-51.474,6.189,0.007637,Pass,8.002,-47.039,2.261,0.012540,Pass
504.77,4.699,-51.528,6.359,0.007701,Pass,7.996,-47.076,2.427,0.012553,Pass
504.79,4.706,-51.445,6.523,0.007783,Pass,8.002,-46.984,2.590,0.012592,Pass
504.80,4.727,-51.209,6.676,0.007885,Pass,8.022,-46.745,2.746,0.012658,Pass
504.81,4.759,-50.837,6.819,0.008004,Pass,8.054,-46.380,2.895,0.012748,Pass
504.83,4.803,-50.341,6.953,0.008140,Pass,8.096,-45.896,3.038,0.012858,Pass
504.84,4.857,-49.729,7.071,0.008286,Pass,8.149,-45.307,3.168,0.012987,Pass
504.85,4.917,-49.031,7.174,0.008438,Pass,8.209,-44.639,3.285,0.013128,Pass
504.86,4.982,-48.295,7.259,0.008589,Pass,8.273,-43.939,3.385,0.013275,Pass
504.88,5.049,-47.525,7.326,0.008738,Pass,8.339,-43.211,3.470,0.013424,Pass
504.89,5.115,-46.772,7.381,0.008878,Pass,8.404,-42.504,3.541,0.013567,Pass
504.90,5.178,-46.043,7.409,0.009002,Pass,8.467,-41.823,3.585,0.013701,Pass
504.91,5.234,-45.394,7.425,0.009107,Pass,8.523,-41.221,4.039,0.013925,Pass
504.92,5.283,-44.835,7.418,0.009188,Pass,8.571,-40.705,4.044,0.014021,Pass
504.94,5.319,-44.417,7.388,0.009237,Pass,8.606,-40.325,4.023,0.014085,Pass
504.95,5.343,-44.144,7.338,0.009254,Pass,8.630,-40.081,3.979,0.014119,Pass
504.96,5.354,-44.013,7.265,0.009238,Pass,8.640,-39.970,3.485,0.014017,Pass
504.98,5.351,-44.049,7.175,0.009189,Pass,8.636,-40.014,3.393,0.013988,Pass
504.99,5.329,-44.299,7.084,0.009107,Pass,8.613,-40.260,3.295,0.013922,Pass
505.00,5.295,-44.684,6.988,0.009004,Pass,8.579,-40.629,3.188,0.013830,Pass
505.01,5.249,-45.217,6.896,0.008880,Pass,8.531,-41.136,3.081,0.013714,Pass
505.02,5.193,-45.850,6.800,0.008740,Pass,8.474,-41.734,2.967,0.013581,Pass
505.04,5.130,-46.575,6.703,0.008587,Pass,8.410,-42.416,2.850,0.013432,Pass
505.05,5.065,-47.324,6.610,0.008433,Pass,8.343,-43.119,2.736,0.013280,Pass
505.06,4.998,-48.092,6.524,0.008281,Pass,8.275,-43.836,2.629,0.013128,Pass
505.08,4.934,-48.821,6.444,0.008137,Pass,8.210,-44.518,2.528,0.012985,Pass
505.09,4.878,-49.471,6.361,0.008005,Pass,8.152,-45.123,2.426,0.012855,Pass
505.10,4.831,-50.009,6.276,0.007890,Pass,8.104,-45.623,2.325,0.012745,Pass
505.11,4.796,-50.404,6.188,0.007794,Pass,8.068,-45.990,2.223,0.012660,Pass
505.13,4.778,-50.610,6.097,0.007727,Pass,8.048,-46.179,2.124,0.012609,Pass
505.14,4.778,-50.621,6.007,0.007690,Pass,8.046,-46.187,2.031,0.012590,Pass
505.15,4.794,-50.431,5.924,0.007685,Pass,8.061,-46.009,1.949,0.012608,Pass
505.16,4.829,-50.039,5.842,0.007712,Pass,8.093,-45.644,1.873,0.012662,Pass
505.17,4.880,-49.445,5.768,0.007771,Pass,8.143,-45.092,1.811,0.012752,Pass
505.19,4.949,-48.658,5.696,0.007862,Pass,8.210,-44.361,1.755,0.012875,Pass
505.20,5.030,-47.734,5.634,0.007977,Pass,8.289,-43.502,1.713,0.013024,Pass
505.21,5.122,-46.670,5.576,0.008115,Pass,8.380,-42.513,1.677,0.013197,Pass
505.23,5.225,-45.503,5.524,0.008272,Pass,8.480,-41.427,1.650,0.013389,Pass
505.24,5.329,-44.310,5.471,0.008434,Pass,8.583,-40.318,1.625,0.013588,Pass
505.25,5.437,-43.074,5.411,0.008602,Pass,8.688,-39.164,1.591,0.013793,Pass
505.26,5.538,-41.906,5.360,0.008762,Pass,8.789,-38.073,1.566,0.013989,Pass
505.27,5.636,-40.785,5.307,0.008916,Pass,8.885,-37.024,1.537,0.014177,Pass
505.29,5.725,-39.774,5.260,0.009057,Pass,8.972,-36.076,1.513,0.014347,Pass
505.30,5.802,-38.886,5.226,0.009183,Pass,9.048,-35.241,1.497,0.014497,Pass
505.31,5.864,-38.180,5.200,0.009285,Pass,9.109,-34.575,1.486,0.014617,Pass
505.33,5.911,-37.646,5.183,0.009362,Pass,9.155,-34.070,1.479,0.014708,Pass
505.34,5.941,-37.304,5.178,0.009415,Pass,9.184,-33.742,1.481,0.014766,Pass
505.35,5.953,-37.165,5.190,0.009441,Pass,9.196,-33.607,1.495,0.014792,Pass
505.36,5.946,-37.250,5.216,0.009437,Pass,9.188,-33.681,1.518,0.014779,Pass
505.38,5.919,-37.566,5.264,0.009405,Pass,9.161,-33.973,1.558,0.014728,Pass
505.39,5.874,-38.080,5.322,0.009346,Pass,9.116,-34.453,1.603,0.014644,Pass
505.40,5.813,-38.783,5.391,0.009261,Pass,9.055,-35.110,1.655,0.014528,Pass
505.41,5.737,-39.665,5.468,0.009152,Pass,8.979,-35.937,1.712,0.014382,Pass
505.42,5.648,-40.687,5.554,0.009026,Pass,8.891,-36.898,1.774,0.014214,Pass
505.44,5.552,-41.793,5.636,0.008886,Pass,8.795,-37.937,1.830,0.014031,Pass
505.45,5.452,-42.937,5.713,0.008740,Pass,8.696,-39.014,1.881,0.013842,Pass
505.46,5.351,-44.095,5.781,0.008590,Pass,8.597,-40.104,1.923,0.013651,Pass
505.48,5.256,-45.193,5.837,0.008445,Pass,8.502,-41.138,1.953,0.013469,Pass
505.49,5.166,-46.230,5.886,0.008308,Pass,8.413,-42.115,1.981,0.013299,Pass
505.50,5.087,-47.140,5.931,0.008189,Pass,8.335,-42.973,2.005,0.013150,Pass
505.51,5.022,-47.895,5.965,0.008090,Pass,8.271,-43.685,2.023,0.013026,Pass
